adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,,"[35, 53]",1374338,en,Intentional,"A team of discordant film students struggles to finish their film while an unknown entity attempts to sabotage their efforts, forcing them to unify to understand what is threatening them.",1.847,/yo2ZFa592S5P3lwd1wEugvtZqiS.jpg,2024-10-13,Intentional,False,0.0,0
False,/xJSIA4rpDNobAE1bsAOHuoudtxh.jpg,"[9648, 35, 18]",1360931,en,Donatello Detective,"Fed up with his boring office job, Donatello D. Tective fakes his way into investigating crime scenes as a detective. However, after being partnered up with the world-renowned Ricky Bullets, this deception might cause Donny more trouble than it's worth.",1.847,/zVC68fczyBkVt7yOB38qKPOssYg.jpg,2024-10-31,Donatello Detective,False,0.0,0
False,,[],1300329,fr,Témoins,,1.847,/slO8jn8sA6BCocxZJos7WvgXgp.jpg,2024-11-06,Témoins,False,0.0,0
False,/8eaE6eoEOW39vs3Hzt2F92WY0zb.jpg,[16],1027449,en,Generation,A brief journey through the human experience as seen by the eyes of an Artificial Intelligence.,1.847,/94akYB7R1JfhdBliZUeS4Kqo5rB.jpg,2024-10-26,Generation,False,0.0,0
False,,[18],1385854,ms,Babah,"As Isyak and his daughter Maya face the ups and downs of life, from losing a job to battling illness and the loss of hearing, their strong bond reveals the enduring power of love and family to carry them through the toughest times.",1.846,/fXkKcPshOZHdHgPvSvuYFmDGDFI.jpg,2024-12-05,Babah,False,0.0,0
False,/6kgpTjD6jkWpY5k8aZSRHcyl8o1.jpg,[18],1336305,ja,Ravens,"Enigmatic, rejected, heartbroken. Masahisa Fukase must rebuild his life, overcome tradition, his inner demons and the pain of a broken marriage. The fascinating love story of the iconic Japanese photographer, his wife, his art and his family told for the very first time. A love consumed and destroyed by a life of photography.",1.846,/6ioTlunBHSSh8NlZ8yOrEpdNUCi.jpg,2024-10-25,Ravens,False,0.0,0
False,/yojeoHB4C4XH7QZolrIRL48dTIy.jpg,"[35, 27, 10402, 28]",1275760,et,Mootorsaed laulsid,Adventures await when new lovers are separated by a chainsaw killer.,1.846,/llC0uPBpDBf3WAPJzoc4cScWMgA.jpg,2024-12-20,Chainsaws Were Singing,False,0.0,0
False,/NVNlykHVgsoHtFkXyGg2A41HvW.jpg,"[28, 80]",1369586,zh,特种突袭之逆战,"Red Leopard is the ace squad of the special forces. During an anti-drug operation at the border, they encounter a counterattack by transnational drug traffickers and the captain dies. After the Red Leopard members are successively discharged from the army, Jiang Zhi goes undercover in the drug dealing kingdom, determined to avenge their captain. Meanwhile, Ke Bei and his comrades open a military training base, living a stable life. However, a threatening video concerning Jiang Zhi's survival once again fills him with righteous indignation, spurring him to fight to the very end with the overseas gang.",1.845,/9xwdRId4Wdd8zdcyCsTVHe8taYH.jpg,2024-10-11,Special Forces,False,0.0,0
False,,[99],1371590,fr,La petite maison toujours dans la prairie,,1.843,/5gDJFN03RtRNoTbjpGSSPVBrnkM.jpg,2024-10-30,La petite maison toujours dans la prairie,False,8.0,1
False,/eWSl8TRCRLJXryyw7nB1Np1khEX.jpg,[99],1364715,en,Walkout,"After an El Paso Walmart was rocked by one of the deadliest shootings in U.S. history, employees rallied against their company's continued sale of rifle ammunition.",1.843,/pMTEp7sU2GTMfqtr8JF3Ovk5tQR.jpg,2024-10-25,Walkout,False,0.0,0
False,/2yFFW67S8aoaXyq6GtmFPVzF9q8.jpg,"[80, 27]",134245,es,Pura sangre,Roberto Hurtado suffers from a rare disease that requires massive transfusions of blood from children or adolescents. His son blackmails three employees to get blood for him and they resort to unscrupulous methods to obtain it.,1.843,/q0LB8qEcntweDmxlH07O9TwNXjP.jpg,1982-05-11,Pure Blood,False,6.7,10
False,,[18],1383030,zh,Here Without The Sun,"After the death of her son, the mother is trapped in deep sorrow, and their world has lost its light, as if the night never ends. What lies ahead remains uncertain—where will they go from here?",1.842,/1BlwLtdabQ7z7OxfgV9XsmkLz9T.jpg,2024-11-04,Here Without The Sun,False,0.0,0
False,/aZmkt2GKDIpffdspIrUjxubmhpZ.jpg,[18],1354866,de,Die Farbe der Luft,,1.842,/u0SX7IFe9OARsd2YXPDzKonDQPB.jpg,2024-09-28,Die Farbe der Luft,False,0.0,0
False,/zuDN69wnVUO8AbJWrWUufscwom.jpg,"[99, 18]",1320329,mn,The Wolves Always Come at Night,Davaa and Zaya are a young nomadic couple in the vast Bayanhongor region of Mongolia who are in the throes of animal birthing season when a seismic event suddenly changes their lives. They are forced to migrate afar but are haunted by their past lives.,1.842,/cBSkZqSWDwwfRJSHLsYtfhM1K3r.jpg,2024-09-09,The Wolves Always Come at Night,False,8.0,1
False,,"[35, 37]",1295759,en,Hombrecito,A romantic little cowboy leads a peasant revolt against the abuses of a ruthless cotton company.,1.842,,2024-12-31,Hombrecito,False,0.0,0
False,/mBNoETzneF3IYADi9wn01eaPjtr.jpg,[18],1377305,es,Entre Líneas y Recuerdos,,1.841,/eUMp1OvwcpgRIl8WSdBy4CFRODZ.jpg,2024-10-11,Entre Líneas y Recuerdos,False,6.0,1
False,,[],1371798,nl,Mees Kees op eigen benen,"In this new installment, Mister Twister faces a major challenge as he has to stand on his own. While continuing to inspire his students with creative teaching methods, he deals with changes both at school and in his personal life. The strict principal keeps him on his toes, and his students never fail to surprise him in their own unique ways. Filled with humor and heartwarming moments, the film shows how Mister Twister, despite the obstacles, always manages to bring out the best in his class.",1.841,/yhyhAG7akI0FxwHQJL5v9EKMa1P.jpg,2024-12-22,Mister Twister on His Own,False,0.0,0
False,,[],1384493,en,Ernte,Short documentary about gardening and history.,1.839,,2024-11-06,Ernte,False,0.0,0
False,,[],1383963,en,The Liquidator,Disarray ensues after the explosion of a nuclear reactor. The area is left in disarray and uninhabitable. Who would you send to clean that up?,1.839,,2024-11-06,The Liquidator,False,0.0,0
False,,[99],1358569,en,Beyond the Gaze: Jule Campbell's Swimsuit Issue,"Jule Campbell, an understated icon, shattered glass ceilings in the 1960s with her artistic vision for the Sports Illustrated Swimsuit Issue. This documentary chronicles her 32-year reign as founding editor, transforming a struggling magazine into a billion-dollar brand. More than just beautiful bodies, Jule championed intelligence and empowered models like Christie Brinkley and Kathy Ireland, fostering their rise to superstardom.  Directed by Jill Campbell, the film weaves together Campbell's remarkable journey with the evolution of feminism and fashion. We witness the shift in society's gaze, from the objectification of the 60s to the body positivity movement of today. Through archival footage and intimate interviews with Campbell, we see a woman reflecting on her legacy with grace and wisdom. Visually stunning, the documentary captures the essence of Jule's artistry, a testament to the powerful impact she left on generations of women.",1.839,/zgzidkorIx4gImDNdxRDjEGaeuy.jpg,2024-10-18,Beyond the Gaze: Jule Campbell's Swimsuit Issue,False,0.0,0
False,/v1SIOrIX7m5E6v08WpAEttBx04R.jpg,"[53, 10402]",1336234,en,Toxic Harmony,"After parting from her girl group, a singer finds both fame and danger after capturing the attention of a powerful but mysterious record label exec.",1.839,/6mJYWaEDzQRnRtkeToHZcRkINu9.jpg,2024-09-21,Toxic Harmony,False,0.0,0
False,,"[80, 18]",1075048,en,You Fit the Description,"After his 14 year-old brother is hospitalised in a Stop & Search, Nico will do the unthinkable; and arrest a police officer. He'll recreate his own version of the criminal justice system, but one from the streets.",1.839,/wpdepZFqWTgzQ0XtWMfykpAJXnE.jpg,2024-10-30,You Fit the Description,False,0.0,0
False,,[99],1386237,es,"Like water, stone and foam",,1.838,,2024-11-06,"Like water, stone and foam",False,0.0,0
False,,[99],1383681,en,How Trump’s second term will be different,"""What Donald Trump’s win means for abortion, immigration, foreign policy, and more.  ""Donald Trump, the 45th president of the United States, will also be its 47th president. After voting him out of office in 2020, American voters changed their minds, opting for a return to his policies and his politics.  ""But the second Trump presidency will look very little like the first. His policies have evolved, his circumstances have changed, and he will be returning to office with a much more focused plan than the one he entered with eight years ago.  ""In this video, we ask six Vox reporters what we should expect from Trump’s second term, on topics from foreign policy to abortion"" (Vox).",1.838,/p0NdtBFnYG54xAcRvDfee09610u.jpg,2024-11-06,How Trump’s second term will be different,False,0.0,0
False,,[35],1367586,ru,Павел Дедищев: Как кайф,"A comedian from the people, Pavel Dedishchev, presents his new concert ""Like a buzz"". The very name of the concert already gives you the opportunity to choose. Do you want to know what people depend on? Do you want to know what classical music can be compared to? Or do you just want to get away from everything and mess around? Everyone will find something different in the concert... How exciting!",1.838,,2024-09-18,Pavel Dedishchev: How's the Buzz,False,0.0,0
False,,[18],1134882,de,Gisela,,1.838,/yVMmBKF6vHmnj3uqxqEXqspTkUw.jpg,2024-06-07,Gisela,False,0.0,0
False,,[],1387026,zh,The Deity Yet to Be Seen,"The Deity Yet to Be Seen is a re-enactment of the ancient Chinese tale ‘The White and Green Serpent’ (《白蛇传》). The film traces a serpent spirit through its transformative states of gender and identity, evolving from a formless being to a man, woman, both, and neither. It oscillates between spirit, monster, human, and an unseen deity. Shimmering images challenge omniscient perspectives with ambiguity, offering an alternative queer narrative construction.  The film uses lens flare as a visual tool to express the concept of disidentification central to queer theory. The concept involves neither fully accepting nor rejecting an identity but strategically engaging with cultural norms.",1.837,/oVZ4Qn7mNR7QegECwmbKeo20F3J.jpg,2024-11-04,The Deity Yet to Be Seen,False,0.0,0
False,/4igEsxbsOxlC446GDFgXMLC6xNF.jpg,[99],1357562,en,Meet the Buchanans,"For over 300 years, the Scottish Clan Buchanan has been without a chief. That is, until now",1.837,/9lHp8BJ5Tg3sYfUN60yDDwPX3qx.jpg,2024-10-31,Meet the Buchanans,False,0.0,0
False,/v16K47iTfCZJxghubchGUv4Zszz.jpg,[],1385211,en,Darcy & Jer: No Refunds,"Married comedians Darcy and Jer bring their hilarious take on marriage, parenting, ADHD, and mental health to the stage. With relatable anecdotes and sharp wit, they celebrate their social media success while tackling the ups and downs of family life. This special is a heartfelt and funny exploration of love and laughter in the modern world.",1.836,/jv1Qo88lKkaYSRaI3IYkF8Ww2EJ.jpg,2024-11-04,Darcy & Jer: No Refunds,False,0.0,0
False,,[99],1383783,ru,Краіна Оз,"A film about creativity in a psychoneurological boarding school; about authentic art and special people; about love and eternity; about that very mental ""plateau"" where we are all united and invincible.",1.836,/enl7znSdh5F8JZYRc6IY7jtOmRU.jpg,2024-11-06,Oz Country,False,0.0,0
False,,"[37, 35]",1381958,en,Whisper from the West,"Facing endless harassment from his ill-tempered boss, spineless Wylie is greeted by a mysterious cowboy who offers him an escape from reality to face his fears, and rediscover his identity through an adventure in the Wild West...",1.836,/6rN8hvuOtf3lqO5aT1RmwdBj2Cf.jpg,2024-11-04,Whisper from the West,False,0.0,0
False,,[],1380077,fr,Te quiero ma vahiné,"A film of big stories wrapped up in little things, of circulation (of desires and glances), both erotic and burlesque",1.835,,2024-11-04,Te quiero ma vahiné,False,0.0,0
False,/23qvf5oFxlg5mgyYTHUAXD8zxP5.jpg,[80],1278821,zh,所有人都在死,"To pay for his terminally ill wife’s expensive medical bills, former gang member Ah Nan decides to risk everything on a potentially lucrative drug deal, but the situation turns out to be far more dangerous than he imagined.",1.835,/kDPrCJhlCx576gn3vT5nXSzSGy3.jpg,2024-10-13,All Journey Toward Death,False,0.0,0
False,,[],1383957,en,Haunted & Highly Overpriced,A film crew sets out to cover the Vancouver housing crisis and accidentally documents the possession of an interviewee by the ghost of his great uncle.,1.834,,2024-11-06,Haunted & Highly Overpriced,False,0.0,0
False,,[18],1383777,be,A Nook of One's Bliss,"Deeply religious Sima lives in the shadow of her parents' strict guidance but seems content with her choices. She turns down an unexpected offer to work as a model. On her nameday, Sima is overtaken by a vaguely familiar nightmare: she pulls her hand away from her mother's touch, as if from a flame, and when her father calls her ""a pure angel of God,"" she storms away from the festive table. Rosary. Icon. Meat. A candle. Rosary. Hands. Not hers. Cross. Scream. Meat. Fire. But not here, just not here. This cannot be happening.",1.834,/zmx8ik1Ss6kALYrXUXYUOfbeIbR.jpg,2024-11-06,A Nook of One's Bliss,False,0.0,0
False,/qEgq2mPvcq1JcMQXGRzZ6RQfH8U.jpg,[16],1383726,en,Ambush,"In space, a group of soldiers awaits an ambush that never comes. After a long wait, they run out of oxygen. A rookie scout faces death calmly with Sarge's comfort.",1.834,/3iYw1WuCCp9tYVjPYk3mgGH15jj.jpg,2024-11-06,Ambush,False,0.0,0
False,,[99],1383507,en,Omens Bloom in the Dark,"A hovering, creeping menace sneaks into thoughts, bodies, and glances. Through strange events, anguish spreads and turns into delusions of persecution. The misshapen green mass moves relentlessly forward in silence, its infinite vines haunting minds and the places it covers. In the wake of conspiracy theories, this plant embodies a strange, even alien evil, supposedly there to invade and contaminate.",1.834,,2024-11-06,Omens Bloom in the Dark,False,0.0,0
False,,"[35, 18]",1378819,en,Straggler,Plot to be announced.,1.834,/ndoL8qf3eeqsZwkeYr3HRhrh3k.jpg,2024-12-04,Straggler,False,0.0,0
False,,[],1378270,es,Quiéreme,"Israel is a boy going through the process of gender identity, so when he seeks to discover himself, he decides to do it in secret so as not to disappoint those he loves, finding that the only place where he can be himself is his bathroom.",1.834,/27H7lsldRJVLD4VLKfeGIWOz7xc.jpg,2024-11-06,Quiéreme,False,0.0,0
False,,[],1377921,es,Andrómeda,"In an attempt to escape from an alien abduction, Juliet encounters Andromeda, an enigmatic alien. From the first encounter, Juliet is attracted to Andromeda, triggering a cosmic connection between them.",1.834,/kA5aiRKDN1D2P1xjpDifSbWYhd3.jpg,2024-11-06,Andrómeda,False,0.0,0
False,,"[35, 18]",1360007,de,Eduard Schulze ergründet seine Existenz,,1.834,/tcv5DvukTp9ykoyUr9DqZJOxXPQ.jpg,2024-11-06,Eduard Schulze ergründet seine Existenz,False,0.0,0
False,/9FO5kGejTjRpbcDs0zHwdjOV1TT.jpg,[35],1358541,es,Any Given Sundae,"Mica can't decide about her relationship with Juan. It will be Delfi's mission, with Lucía and Milagros, to help Mica make a choice.",1.834,/jI9LFTXxDeTkZCG23XwFlnrFxEA.jpg,2024-10-26,Any Given Sundae,False,0.0,0
False,,[18],1250477,en,Jester,A depressed Jester sets out across plague-ridden England to rescue the Queen’s nephew and prove he is more than a fool.,1.834,/pvnSwbQt4usSJeijRYq1ZK8DqAj.jpg,2024-10-14,Jester,False,0.0,0
False,,[9648],1384756,en,Postmortem Dance,"A two or three minute, one-shot, student film about the cleanup of a dead body, the murderer, and an unwilling accomplice.",1.833,,2024-11-06,Postmortem Dance,False,0.0,0
False,,[],1383972,en,My Brother Isn't Going to Heaven,Brothers Klaus and Jeremy separately plot to kill each other on the day of their sister's wedding.,1.833,,2024-11-06,My Brother Isn't Going to Heaven,False,0.0,0
False,,[],1383968,en,Purging Grandma,Grace and Kyle tell their friends bittersweet memories from their late (and toxic) grandma as they clean her house for packing. Then - The situation takes a twisted turn and now the group must face the rage of the dead!,1.833,,2024-11-06,Purging Grandma,False,0.0,0
